"","study_ID","author","publication_year","journal","DOI","language","coder_initials","exclude","Exclusion_rationale","country","locality","Site_period","coordinates_lat","coordinates_lon","coordinate_source","year_start","year_end","month_start","month_end","day_period_reported","day_period_start","day_period_end","night_period_reported","night_period_start","night_period_end","day_pollination_hrs","night_pollination_hrs","study_design_comments","plant_species","plant_cultivar","plant_native_status","plant_crop","Pollinator_observations_included","treatment_condition","treatment_comments","additional_treatment","treatment_effectiveness_metric","treatmenteffectiveness_metric_comments","extraction_type","sample_size","effectiveness_value","effectiveness_units","effect_error","effect_error_L","effect_error_U","effect_error_units","statistical_test","mechanism_proposed","mechanism_comments","Study_comments"
"11","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","open pollination",NA,NA,"seed set",NA,"table 5",23,1288.1,"seeds/fruit",91.7,"91.7",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"12","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","night pollination",NA,NA,"seed set",NA,"table 5",13,1190.1,"seeds/fruit",134,"134",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"13","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","day pollination",NA,NA,"seed set",NA,"table 5",12,922.3,"seeds/fruit",119,"119",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"14","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","open pollination",NA,NA,"seed set",NA,"table 5",15,1358,"seeds/fruit",140,"140",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"15","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","night pollination",NA,NA,"seed set",NA,"table 5",2,720.5,"seeds/fruit",NA,NA,NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"16","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","day pollination",NA,NA,"seed set",NA,"table 5",28,1382.8,"seeds/fruit",127.1,"127.1",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"17","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","open pollination",NA,NA,"seed set",NA,"table 5",28,536.9,"seeds/fruit",101.5,"101.5",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"18","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","night pollination",NA,NA,"seed set",NA,"table 5",3,736,"seeds/fruit",237.1,"237.1",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"19","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","day pollination",NA,NA,"seed set",NA,"table 5",9,229.7,"seeds/fruit",36.7,"36.700000000000003",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"20","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","open pollination",NA,NA,"seed mass",NA,"table 5",23,5.6,"mg",0.2,"0.2",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"21","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","night pollination",NA,NA,"seed mass",NA,"table 5",13,5.2,"mg",0.2,"0.2",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"22","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"April","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Pachycereus pringlei","c","native","n","y","day pollination",NA,NA,"seed mass",NA,"table 5",12,5.5,"mg",0.4,"0.4",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"23","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","open pollination",NA,NA,"seed mass",NA,"table 5",15,1.5,"mg",0.1,"0.1",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"24","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","night pollination",NA,NA,"seed mass",NA,"table 5",2,1.8,"mg",NA,NA,NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"25","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","May","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Carnegiea gigantea","S","native","n","y","day pollination",NA,NA,"seed mass",NA,"table 5",28,1.6,"mg",0.1,"0.1",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"26","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","open pollination",NA,NA,"seed mass",NA,"table 5",28,2,"mg",0,"0",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"27","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","night pollination",NA,NA,"seed mass",NA,"table 5",3,2.2,"mg",0.4,"0.4",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"28","Fleming_1996","Fleming",1996,"The Southwestern Naturalist","https://www.jstor.org/stable/30055122","E","CCN","n",NA,"Mexico","Sonoro",NA,28.885068,"-111.929278","based on place name","1990",NA,"May","June","y","0500","1800","y","1800","0500",1300,1300,"""The experiments included: (a) natural pollination experiments, in which the female flowers were exposed to pollinators throughout anthesis; (b) cross-pollination experiments, in which female flowers were pollinated by pollen grains collected from the mal","Stenocereus thurberi","o","native","n","y","day pollination",NA,NA,"seed mass",NA,"table 5",9,2.5,"mg",0.1,"0.1",NA,"SE",NA,"y/n","due to the currently low numbers of bats in our Bahia Kino study area, birds and bees are now important pollinators of these cacti","Authors include percent fruit set data without error from 1989 and 1990. The authors did a 1989 exclusion experiment but seemed more like a dry run, so I only report the 1990 data here"
"29","Dar_2006","Dar",2006,"Annals of Botany","https://doi.org/10.1093/aob/mcj045","E","CCN","n",NA,"Mexico","Puebla",NA,18.33333336,"-97.46666669","provided in text","1997",NA,"March","April","y","0600","1400","y","2100","0600",800,1500,"""Flowers were then assigned to the following treatment groups: (1) un-bagged, but marked natural pollination as a control (55 flowers from ten plants); (2) nonmanipulated self-pollination (25 flowers from 11 plants)bags were left in place for the full duration of floral opening; (3) hand self-pollination (ten flowers from eight plants)flowers were hand-pollinated using fresh pollen from a flower on the same plant; (4) diurnal pollination (37 flowers from 13 plants)–when flowers opened, they were exposed to daytime floral visitors by the removal of the bag from 0600 to 1600 h, after which the flowers were again bagged; (5) nocturnal pollination (13 flowers from seven plants)when flowers opened, they were exposed to nighttime visitors by the removal of the bag from 2100 to 0600 h, after which the flowers were re-bagged; and (6) hand outcross pollination (21 flowers from 16 plants)–flowers were handpollinated using fresh pollen from a flower on another plant.""","Marginatocereus marginatus",NA,"native","n","y","hand pollination",NA,NA,"fruit set",NA,"table 2",21,0.2857,"proportion",NA,NA,NA,NA,NA,"y","The data presented here support the suggestion that the tendency of presenting a more open and generalized pollination system is related to seasonal availability and predictability of pollinators (Arizmendi et al., 1996; Fishbein and Venable, 1996; Valiente-Banuet et al., 1996, 2002; Waser et al., 1996; Rojas-Martinez et al., 1999; Mayfield et al., 2001; Fleming, 2002; Muchhala, 2003)",NA
